price,location,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,accomodation_type,url
26155305,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В21 квартал",Опалиха,4,13,56.43,16.4,21.3,2025,"Без отделки, чистовая",4.1,На улицу,Новостройка,https://www.cian.ru/sale/flat/306151922/
194800000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,47,54,163.0,115.0,20.0,2012,Дизайнерский,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/294029718/
220000000,"Москва, ЦАО, р-н Якиманка, 2-й Спасоналивковский пер., 6",Октябрьская,5,7,136.9,unknown,unknown,2019,Дизайнерский,3.1,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304787071/
32609630,"Москва, СЗАО, р-н Покровское-Стрешнево, Клубный Город на Реке Примавера жилой комплекс, Вивальди квартал",Спартак,4,13,66.7,31.9,13.3,2025,Без отделки,6.0,unknown,Новостройка,https://www.cian.ru/sale/flat/298406172/
250000000,"Москва, СЗАО, р-н Щукино, Авиационная ул., 79Б",Щукинская,33,35,298.9,unknown,20.0,2001,Дизайнерский,3.0,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/297964945/
112000000,"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",Серпуховская,11,12,143.0,96.5,10.0,2013,Дизайнерский,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/305527353/
18560670,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В17 квартал",Опалиха,3,7,41.7,14.2,15.2,2026,"Без отделки, чистовая",unknown,unknown,Новостройка,https://www.cian.ru/sale/flat/301919899/
92485952,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к2",Ломоносовский проспект,28,40,145.0,unknown,10.0,2004,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/299850016/
70000000,"Москва, СЗАО, р-н Щукино, Авиационная ул., 79А",Щукинская,25,35,137.6,unknown,20.0,2003,Дизайнерский,3.13,unknown,Вторичка,https://www.cian.ru/sale/flat/306888870/
55770000,"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",Воробьёвы горы,7,18,49.8,11.3,unknown,2026,"Без отделки, предчистовая",3.25,unknown,Новостройка,https://www.cian.ru/sale/flat/304065730/
62000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",Деловой центр,34,78,76.1,unknown,unknown,2020,Дизайнерский,3.9,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/294212104/
49500000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к1",Шелепиха,21,36,86.5,64.0,12.0,2018,Дизайнерский,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/299611000/
27651520,"Москва, ЮАО, р-н Даниловский, Большая Тульская ул., 10С5",Тульская,13,41,59.8,25.4,15.1,2027,Без отделки,3.16,Во двор,Новостройка,https://www.cian.ru/sale/flat/306548945/
238773828,"Москва, ЦАО, р-н Хамовники, ул. Остоженка, 11",Кропоткинская,4,6,179.0,unknown,15.0,2009,Без ремонта,3.4,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/294650824/
65520000,"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",Серпуховская,5,14,73.1,unknown,unknown,2013,Дизайнерский,3.3,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306829886/
22374675,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 2",Фили,2,16,45.0,16.4,14.6,2024,Без отделки,3.2,На улицу,Новостройка,https://www.cian.ru/sale/flat/296921064/
230000000,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1",Арбатская,7,7,212.3,unknown,20.0,2017,Без ремонта,3.4,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/289533278/
70000000,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 45К1",Крылатское,4,7,122.0,unknown,20.0,2006,Евроремонт,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306933065/
242670000,"Москва, ЦАО, р-н Басманный, Потаповский пер., 5С4",Чистые пруды,3,6,120.3,35.8,37.0,2025,Без отделки,3.91,unknown,Новостройка,https://www.cian.ru/sale/flat/294328854/
32000000,"Москва, ЦАО, р-н Тверской, Угловой пер., 6",Менделеевская,4,14,80.0,unknown,8.0,1984,Евроремонт,2.64,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/303527284/
67000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,10,53,94.3,unknown,unknown,2012,Дизайнерский,3.3,unknown,Вторичка,https://www.cian.ru/sale/flat/297577752/
95634000,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С3",Новокузнецкая,2,6,48.3,unknown,unknown,2026,Без отделки,3.03,На улицу,Новостройка,https://www.cian.ru/sale/flat/304286459/
108900000,"Москва, ЦАО, р-н Таганский, Серебрянический пер., 8",Китай,3,9,143.0,90.0,15.0,2021,Без ремонта,3.6,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/304369940/
257000000,"Москва, ЦАО, р-н Хамовники, ул. Льва Толстого, 23к1",Парк Культуры,6,6,96.0,55.0,15.9,2014,Евроремонт,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/306875192/
27062500,"Москва, ЗАО, р-н Раменки, Мичуринский просп., вл30Б",Ломоносовский проспект,2,17,43.3,25.9,4.1,2024,"Без отделки, предчистовая, черновая, чистовая",3.1,unknown,Новостройка,https://www.cian.ru/sale/flat/274701405/
185000000,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4С1",Поклонная,13,16,157.3,109.0,15.0,2017,Без ремонта,3.2,На улицу,Вторичка,https://www.cian.ru/sale/flat/306889168/
140000000,"Москва, ЦАО, р-н Пресненский, ул. Спиридоновка, 27/24",Баррикадная,5,5,229.9,unknown,25.0,1906,Без ремонта,unknown,unknown,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/304837627/
13843599,"Москва, ЗАО, р-н Кунцево, 48-й квартал, Кутузовский Квартал жилой комплекс",Кунцевская,2,44,31.61,9.4,11.9,2027,"Без отделки, предчистовая",2.92,unknown,Новостройка,https://www.cian.ru/sale/flat/304753663/
108900000,"Москва, ЦАО, р-н Таганский, Серебрянический пер., 8",Китай,3,9,142.5,80.0,40.0,2021,Без ремонта,unknown,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303671209/
119500000,"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к3",Улица 1905 года,13,20,110.0,94.0,unknown,2017,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/295329545/
30910244,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В20 квартал",Павшино,3,13,54.02,15.1,19.0,2024,Чистовая,3.53,На улицу,Новостройка,https://www.cian.ru/sale/flat/291868741/
100000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,22,53,130.0,unknown,10.0,2014,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/295104122/
94000000,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 16С2",Шелепиха,12,22,160.0,unknown,20.0,2007,Дизайнерский,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/296940812/
38190900,"Москва, ЦАО, р-н Замоскворечье, Шлюзовая наб., 2/1С1",Павелецкая,4,8,48.9,24.2,9.7,2028,Без отделки,3.3,Во двор,Новостройка,https://www.cian.ru/sale/flat/306687240/
707400000,"Москва, ЦАО, р-н Хамовники, ул. Льва Толстого, 23к1",Парк Культуры,2,8,235.8,unknown,unknown,2014,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306350609/
74900000,"Москва, ЦАО, р-н Тверской, Тверская ул., 27С2",Маяковская,6,8,134.0,99.0,30.0,1902,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305284493/
21103320,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В14 квартал",Павшино,6,9,44.4,14.4,16.1,2026,"Без отделки, чистовая",3.0,На улицу,Новостройка,https://www.cian.ru/sale/flat/306151867/
185000000,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4С1",Поклонная,13,13,157.3,unknown,unknown,2017,Без ремонта,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305062359/
32240608,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к5",Шелепиха,33,41,66.47,27.4,unknown,2024,Без отделки,3.1,На улицу,Новостройка,https://www.cian.ru/sale/flat/306467445/
150400000,"Москва, ЦАО, р-н Арбат, ул. Арбат, 39",Смоленская,3,5,178.6,unknown,unknown,2019,Черновая,5.5,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/306783471/
208626965,"Москва, Комсомольский просп., 32",Фрунзенская,7,18,157.6,unknown,unknown,2002,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304329825/
12988306,"Москва, ЮВАО, р-н Рязанский, Рязанский просп.",Окская,13,30,38.2,17.0,11.7,2027,"Без отделки, чистовая",2.75,Во двор,Новостройка,https://www.cian.ru/sale/flat/296871994/
24984579,"Москва, ЗАО, р-н Раменки, Винницкая ул., 8к3",Раменки,7,15,40.8,16.6,10.9,2022,Без отделки,3.12,unknown,Новостройка,https://www.cian.ru/sale/flat/305011079/
47900000,"Москва, СВАО, р-н Останкинский, ул. Вильгельма Пика",Ботанический сад,33,49,81.4,44.6,13.2,2024,Чистовая,unknown,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/306596987/
156947327,"Москва, ЦАО, р-н Басманный, Казарменный пер., 3",Курская,3,11,162.8,100.0,50.0,2009,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306679826/
22081900,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Генерала Глаголева",Народное Ополчение,22,28,47.9,18.2,15.5,2026,Без отделки,3.0,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/305474557/
189000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15А",Спортивная,2,11,147.36,56.5,24.6,2022,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330253/
31500000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",ЦСКА,16,38,41.1,23.0,5.0,2021,Дизайнерский,3.2,На улицу,Вторичка,https://www.cian.ru/sale/flat/306867070/
21442875,"Москва, ЗАО, р-н Очаково-Матвеевское, Очаково микрорайон, ОМ жилой комплекс",Мичуринский проспект,11,23,44.1,unknown,18.3,2025,Без отделки,3.3,Во двор,Новостройка,https://www.cian.ru/sale/flat/306658016/
234000000,"Москва, ЦАО, р-н Замоскворечье, Садовническая наб., 7",Новокузнецкая,6,6,156.0,96.0,39.0,2018,Без ремонта,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/293865875/
164500000,"Москва, ЗАО, р-н Раменки, Минская ул., 2Вк1",Минская,3,8,180.0,unknown,unknown,2019,Дизайнерский,3.5,Во двор,Вторичка,https://www.cian.ru/sale/flat/303356571/
38089999,"Москва, САО, р-н Беговой, ул. 1-я Ямского Поля, 28С3",Белорусская,3,21,75.3,29.6,unknown,2024,-,3.15,Во двор,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/303476998/
82200000,"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С48",Бауманская,6,6,184.1,121.0,46.0,2015,Дизайнерский,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303214729/
85000000,"Москва, ЦАО, р-н Хамовники, Комсомольский просп., 42С2",Спортивная,3,5,112.7,65.0,20.0,2013,Без ремонта,3.5,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/306233175/
128600000,"Москва, ЦАО, р-н Арбат, ул. Арбат, 24",Арбатская,7,8,128.6,unknown,unknown,2019,Черновая,3.3,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/299053644/
39000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/6",Аэропорт,39,41,56.9,unknown,unknown,2021,Без ремонта,3.3,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304519685/
99000000,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к5",Университет,15,19,107.0,82.0,20.0,2013,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/299243580/
66618396,"Москва, ЗАО, р-н Дорогомилово, Виктори Парк Резиденсез жилой комплекс, 3к8",Поклонная,2,10,59.8,unknown,unknown,2024,Чистовая,4.6,unknown,Новостройка,https://www.cian.ru/sale/flat/303519421/
84800000,"Москва, ЦАО, р-н Хамовники, Мансуровский пер., 6",Парк Культуры,6,6,80.8,unknown,12.0,1932,Евроремонт,3.0,unknown,Вторичка,https://www.cian.ru/sale/flat/305053118/
462000000,"Москва, ЦАО, р-н Пресненский, ул. Спиридоновка, 16С2",Пушкинская,4,5,385.0,unknown,20.0,1902,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305314045/
195539650,"Москва, ЦАО, р-н Замоскворечье, Космодамианская наб., 4/22С8",Новокузнецкая,2,6,119.45,48.0,32.6,2024,Без отделки,3.0,На улицу и двор,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/303040423/
51900000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/6",Аэропорт,3,41,81.7,unknown,unknown,2021,Без ремонта,3.1,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306612595/
11025480,"Москва, ВАО, р-н Перово, Электродная ул.",Шоссе Энтузиастов,7,18,39.66,23.4,4.6,2025,"Без отделки, черновая",3.1,Во двор,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/304374109/
19172630,"Москва, ЮАО, р-н Даниловский, Эра жилой комплекс, 1",Пролетарская,8,27,28.1,15.6,unknown,2026,"Без отделки, предчистовая",3.15,unknown,Новостройка,https://www.cian.ru/sale/flat/306368174/
47888888,"Москва, СВАО, р-н Ростокино, Режиссер жилой комплекс",Ботанический сад,33,38,81.4,44.6,13.4,2024,Без отделки,3.15,На улицу,Новостройка,https://www.cian.ru/sale/flat/306096932/
50000000,"Москва, ЗАО, р-н Кунцево, Полоцкая ул., 31",Молодёжная,10,19,135.0,unknown,unknown,2002,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/285478668/
250337993,"Москва, ЦАО, р-н Мещанский, Садовая-Сухаревская ул., 14",Сухаревская,11,13,141.9,92.2,6.2,2025,Чистовая,3.6,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/306186215/
177857600,"Москва, ЦАО, р-н Хамовники, Зубовский проезд, 1",Парк Культуры,2,6,170.0,unknown,18.0,2001,Дизайнерский,3.5,unknown,Вторичка,https://www.cian.ru/sale/flat/298478046/
112000000,"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",Серпуховская,11,17,142.4,unknown,unknown,2013,Дизайнерский,3.1,Во двор,Вторичка,https://www.cian.ru/sale/flat/304247055/
24523200,"Москва, ЮАО, р-н Даниловский, Малая Тульская ул., 2",Тульская,9,16,46.8,41.8,unknown,2024,"Без отделки, черновая, чистовая с мебелью",3.1,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/302722509/
17119620,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 26",Тульская,6,20,38.82,10.6,18.6,2024,unknown,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/305679800/
49900000,"Москва, ЗАО, р-н Можайский, Можайское ш., 2",Кунцевская,2,25,236.0,unknown,20.0,2000,Евроремонт,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/301204288/
36792973,"Москва, ЮАО, р-н Донской, 2-й Донской проезд, 10",Площадь Гагарина,3,18,48.5,unknown,unknown,2028,"Без отделки, чистовая",3.65,На улицу,Новостройка,https://www.cian.ru/sale/flat/305750898/
135000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/5",Аэропорт,24,40,138.0,unknown,10.0,2021,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304474067/
32000000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к6",Шелепиха,11,41,67.1,29.0,17.0,2022,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/300701528/
18572846,"Москва, САО, р-н Савеловский, Симфония 34 жилой комплекс",Дмитровская,3,49,38.79,13.1,unknown,2025,"Предчистовая, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/300288186/
82500000,"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С48",Бауманская,5,10,184.0,unknown,unknown,2015,Дизайнерский,unknown,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/276109473/
51000000,"Москва, ЗАО, р-н Дорогомилово, Поклонная ул., 9",Парк Победы,10,34,64.4,38.0,15.0,unknown,Дизайнерский,3.2,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/304817239/
40366200,"Москва, ЗАО, р-н Дорогомилово, 1-й Можайский туп., 8АС1",Киевская,3,14,41.19,unknown,unknown,2026,Черновая,3.2,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/306281694/
120000000,"Москва, ЦАО, р-н Хамовники, Курсовой пер., 8/2",Кропоткинская,3,5,105.0,unknown,10.0,1998,Косметический,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306151892/
36000000,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 18к5",Технопарк,17,20,76.9,42.3,14.0,2023,Без ремонта,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/306479865/
139410000,"Москва, ЦАО, р-н Якиманка, Лаврушинский жилой комплекс",Третьяковская,2,14,72.6,14.2,31.0,2024,Без отделки,3.35,unknown,Новостройка,https://www.cian.ru/sale/flat/293713671/
59500000,"Москва, ЗАО, р-н Филевский парк, 48-й квартал, Мой Адрес на Береговом жилой комплекс, Северный квартал",Фили,5,28,94.0,48.6,unknown,unknown,Дизайнерский,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/304120343/
55000000,"Москва, ЗАО, р-н Филевский парк, Большая Филевская ул., 4",Фили,3,16,94.4,unknown,30.0,2018,Дизайнерский,3.0,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303409682/
49060000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с1",Москва,49,66,44.6,unknown,unknown,2020,"Без отделки, чистовая",3.9,На улицу,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/304453140/
135000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Ломоносовский проспект,8,53,150.0,unknown,unknown,2011,Дизайнерский,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/247174958/
239990000,"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к2",Улица 1905 года,2,17,242.0,unknown,20.0,2017,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306589273/
38750400,"Москва, ЦАО, р-н Басманный, ул. Фридриха Энгельса, 56",Бауманская,15,23,82.8,52.1,10.0,2026,"Без отделки, чистовая",3.25,Во двор,Новостройка,https://www.cian.ru/sale/flat/306243037/
430000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11Г",Фрунзенская,3,14,200.0,unknown,unknown,unknown,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/281590820/
49900000,"Москва, ЦАО, р-н Пресненский, Краснопресненская наб., 14Ак2",Москва,31,67,51.5,unknown,15.0,2023,Без ремонта,3.3,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305332515/
40115657,"Москва, ЮЗАО, р-н Котловка, Новые Академики жилой комплекс, 31/2",Нахимовский проспект,5,35,95.73,61.6,9.1,2027,Без отделки,3.4,unknown,Новостройка,https://www.cian.ru/sale/flat/301772072/
70000000,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 4к4",Улица 1905 года,5,21,65.0,unknown,10.0,2023,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306596070/
489108400,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12",Фрунзенская,11,11,303.0,unknown,23.9,2014,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330210/
22318731,"Москва, ЗАО, р-н Можайский, Родина Парк жилой комплекс",Давыдково,4,14,41.0,22.1,unknown,2026,Без отделки,3.25,На улицу,Новостройка,https://www.cian.ru/sale/flat/306087216/
179895000,"Москва, ЦАО, р-н Хамовники, Зубовский проезд, 1",Парк Культуры,2,6,170.0,unknown,20.0,2000,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306032946/
53000000,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к1",Аминьевская,22,39,83.6,unknown,7.0,2022,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/301132027/
26292931,"Москва, САО, р-н Аэропорт, Часовая ул., 28к8",Сокол,16,29,63.4,27.6,21.2,2026,Без отделки,3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/297983510/
78000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к3",Ломоносовский проспект,11,38,150.0,unknown,unknown,unknown,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/298969311/
17300000,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Академика Анохина, 38К1",Юго,16,16,53.6,34.0,9.5,1982,Косметический,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/301746592/
56490392,"Москва, ЗАО, р-н Раменки, ул. Сергея Бондарчука, 2",Мичуринский проспект,2,16,85.4,29.4,21.9,2026,"Без отделки, чистовая с мебелью",3.65,unknown,Новостройка,https://www.cian.ru/sale/flat/306760385/
51000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",ЦСКА,5,41,68.0,unknown,10.0,2021,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305314555/
160000000,"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к2",Улица 1905 года,2,13,120.0,unknown,5.0,2017,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/297761650/
47955867,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В19 квартал",Павшино,2,12,104.73,52.6,16.9,2024,Без отделки,3.83,unknown,Новостройка,https://www.cian.ru/sale/flat/298516162/
454000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 13",Спортивная,6,12,227.0,unknown,20.0,2021,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306172835/
95000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/3",Аэропорт,35,41,98.0,74.0,5.0,2022,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/306342347/
69454528,"Москва, САО, р-н Беговой, Ленинградский просп., вл8",Белорусская,16,36,88.0,unknown,unknown,2027,Без отделки,3.08,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/306603347/
108900000,"Москва, ЦАО, р-н Таганский, Серебрянический пер., 8",Китай,3,9,142.5,unknown,10.0,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/305881561/
11862950,"Москва, ЗелАО, р-н Силино, Зеленоград, просп. Генерала Алексеева, 17с1",Зеленоград,6,14,52.73,unknown,unknown,2026,Чистовая с мебелью,2.9,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/304295911/
39268820,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В21 квартал",Опалиха,3,13,89.86,53.2,6.2,2025,"Без отделки, чистовая",4.1,Во двор,Новостройка,https://www.cian.ru/sale/flat/299934980/
167970000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,22,53,153.0,unknown,10.0,2012,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306008768/
181434125,"Москва, ЦАО, р-н Мещанский, Рождественский бул., 10/7С1",Трубная,2,4,140.0,unknown,26.0,1903,Дизайнерский,3.5,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/298534721/
18445133,"Москва, ВАО, р-н Преображенское, Жилой комплекс Преображенская площадь",Преображенская площадь,2,16,40.94,25.0,5.9,2027,Без отделки,3.15,Во двор,Новостройка,https://www.cian.ru/sale/flat/305437162/
550000000,"Москва, ЦАО, р-н Хамовники, Колымажный пер., 10",Кропоткинская,5,7,357.3,unknown,19.3,2006,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304641242/
22582564,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 24К1",Тульская,2,16,55.54,unknown,13.4,2025,Чистовая,2.95,Во двор,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/301447803/
174494300,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1",Арбатская,5,5,183.1,unknown,unknown,2017,"Без отделки, черновая",3.2,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/303040443/
102000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/3",Аэропорт,20,42,165.0,80.0,10.0,2022,Без ремонта,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/302662270/
400000000,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 13",Киевская,8,9,257.0,171.0,25.0,2021,Без ремонта,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/299735563/
15353520,"Москва, ЗАО, р-н Можайский, Веер жилой комплекс",Давыдково,2,59,31.2,15.7,unknown,2028,Предчистовая,2.85,unknown,Новостройка,https://www.cian.ru/sale/flat/306611837/
59000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/7",Аэропорт,17,40,90.0,unknown,unknown,2022,Без ремонта,3.2,На улицу,Вторичка,https://www.cian.ru/sale/flat/302062886/
11598550,"Московская область, Щелково, мкр. Центральный, Советская ул., 60",Щёлковская,4,20,84.2,27.1,28.6,2023,"Без отделки, предчистовая, черновая",3.35,Во двор,Новостройка,https://shchyolkovo.cian.ru/sale/flat/280751723/
28249510,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В17 квартал",Опалиха,2,10,71.9,41.3,10.6,2026,"Без отделки, чистовая",3.5,unknown,Новостройка,https://www.cian.ru/sale/flat/303141463/
229900000,"Москва, ЦАО, р-н Хамовники, Колымажный пер., 10",Кропоткинская,1,7,166.0,unknown,unknown,2006,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/300029091/
15600000,"Москва, ЮАО, р-н Чертаново Центральное, ул. Красного Маяка, 13АК4",Пражская,3,9,62.4,unknown,7.0,1975,Косметический,2.64,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304397839/
24145100,"Москва, ЮВАО, р-н Южнопортовый, Шампайн жилой комплекс, к3",Волгоградский проспект,9,13,40.02,13.9,unknown,2024,"Без отделки, чистовая",3.05,unknown,Новостройка,https://www.cian.ru/sale/flat/302838453/
300000000,"Москва, ЦАО, р-н Хамовники, Погодинская ул., 4",Фрунзенская,4,11,204.0,130.0,36.8,2014,Дизайнерский,3.2,Во двор,Вторичка,https://www.cian.ru/sale/flat/301776356/
